animalid,name,datetime,outcometype,outcomesubtype,animaltype,sex,castration,ageuponoutcome,breed,color
A668844,Buster,Monday,Adoption,,Dog,Male,Neutered,365,Chihuahua Shorthair/Whippet,Brown Brindle
A690349,Bandit,Monday,Return_to_owner,,Dog,Female,Spayed,730,German Shepherd Mix,Sable
A715704,Happy,Friday,Adoption,,Dog,Male,Neutered,730,Boxer/Beagle,White/Brown
A704921,Rita,Sunday,Adoption,,Dog,Female,Spayed,124,Brittany/Labrador Retriever,Red
A717068,Lapsidaisy,Friday,Adoption,,Dog,Female,Spayed,730,Black Mouth Cur/Australian Cattle Dog,Tan
A700295,Robin,Friday,Adoption,,Dog,Female,Spayed,310,Labrador Retriever/Anatol Shepherd,White/Tricolor
A681421,Milo,Sunday,Adoption,,Cat,Male,Neutered,62,Domestic Shorthair Mix,Orange Tabby/White
A665304,Flynn,Sunday,Adoption,,Dog,Male,Neutered,62,Newfoundland/Australian Cattle Dog,Black/White
A704894,Joy,Sunday,Adoption,,Dog,Female,Spayed,248,Boxer Mix,Brown Brindle
A666505,Sugar,Monday,Return_to_owner,,Cat,Female,Spayed,1095,Domestic Shorthair Mix,Calico
A665129,,Monday,Transfer,Partner,Cat,Male,Intact,21,Domestic Medium Hair Mix,Orange Tabby
A551055,Riley,Saturday,Transfer,Partner,Dog,Male,Neutered,4015,Parson Russell Terrier Mix,White/Brown
A693393,,Thursday,Transfer,Partner,Dog,Male,Neutered,730,Bull Terrier,White
A685904,Hudson,Sunday,Transfer,Partner,Dog,Male,Neutered,730,American Bulldog Mix,Black/White
A705769,Molly,Saturday,Adoption,,Cat,Female,Spayed,124,Domestic Medium Hair,Brown Tabby
A708958,,Thursday,Transfer,Partner,Dog,Male,Neutered,310,Chihuahua Shorthair/Dachshund,Tricolor
A717483,Skippy,Monday,Adoption,,Dog,Male,Neutered,1095,Cardigan Welsh Corgi/Chihuahua Shorthair,Brown/White
A692546,,Sunday,Transfer,SCRP,Cat,Male,Intact,186,Domestic Shorthair Mix,Brown Tabby/White
A675393,Cesar,Thursday,Transfer,Partner,Dog,Male,Intact,365,Miniature Pinscher Mix,Black/Tan
A704046,,Sunday,Transfer,Partner,Cat,Female,Intact,28,Domestic Shorthair Mix,Brown Tabby
A670087,Benson,Wednesday,Return_to_owner,,Dog,Male,Neutered,2555,Shih Tzu Mix,Black
A695935,,Friday,Euthanasia,Suffering,Cat,Male,Intact,730,Domestic Medium Hair Mix,Brown Tabby
A665698,Fred,Tuesday,Adoption,,Dog,Male,Neutered,341,Black Mouth Cur Mix,Brown/Black
A714227,Cari Blue,Sunday,Adoption,Foster,Dog,Female,Spayed,730,Pit Bull Mix,Blue/White
A698936,,Friday,Adoption,,Cat,Male,Neutered,365,Domestic Shorthair Mix,Orange Tabby
A695204,Duke,Monday,Adoption,,Dog,Male,Neutered,365,Rhod Ridgeback Mix,Tan
A698896,,Wednesday,Adoption,,Dog,Male,Neutered,730,Miniature Schnauzer Mix,Black
A638621,Betty,Sunday,Adoption,,Dog,Female,Spayed,1460,Pit Bull Mix,Fawn/White
A686592,Cash,Sunday,Return_to_owner,,Dog,Male,Intact,730,English Bulldog,Blue/White
A710536,,Friday,Adoption,,Cat,Female,Spayed,31,Domestic Shorthair Mix,Brown Tabby
A701706,,Sunday,Transfer,Partner,Cat,Male,Intact,14,Domestic Shorthair Mix,Orange Tabby
A665072,Moe,Saturday,Adoption,Offsite,Cat,Male,Neutered,62,Domestic Shorthair Mix,Blue
A686182,Sophie,Thursday,Return_to_owner,,Cat,Female,Spayed,3650,Domestic Shorthair Mix,White/Brown Tabby
A678579,Mr. Cuddles,Friday,Return_to_owner,,Dog,Male,Neutered,1095,Chihuahua Shorthair Mix,Chocolate/Tan
A683663,,Monday,Transfer,SCRP,Cat,Female,Intact,124,Domestic Shorthair Mix,White/Orange Tabby
A708758,Orwell,Wednesday,Transfer,Partner,Cat,Male,Intact,31,Domestic Shorthair Mix,Cream Tabby
A681153,,Friday,Euthanasia,Suffering,Cat,Male,Intact,62,Domestic Shorthair Mix,Brown Tabby
A689687,Crixus,Friday,Return_to_owner,,Dog,Male,Intact,730,Siberian Husky Mix,White
A702845,,Sunday,Adoption,,Dog,Male,Neutered,93,Bernese Mountain Dog Mix,Black/Tan
A709954,Melvin,Sunday,Transfer,Partner,Dog,Male,Neutered,1095,Miniature Poodle Mix,Black
A700751,Gypsy,Thursday,Transfer,Partner,Cat,Female,Spayed,62,Domestic Shorthair Mix,Brown Tabby
A664768,Whit,Monday,Adoption,,Dog,Male,Neutered,155,Pit Bull,White
A687740,Marlyin,Sunday,Adoption,,Cat,Female,Spayed,1825,Domestic Shorthair Mix,Calico
A677556,,Thursday,Return_to_owner,,Dog,Female,Spayed,1460,Miniature Schnauzer Mix,Silver
A714737,Sophie,Thursday,Return_to_owner,,Cat,Female,Spayed,2555,Domestic Shorthair Mix,Black
A708078,,Wednesday,Euthanasia,Suffering,Cat,Female,Intact,3285,Domestic Shorthair Mix,Black/White
A693889,,Wednesday,Transfer,SCRP,Cat,Female,Intact,186,Domestic Shorthair Mix,White/Black
A689829,Nico,Sunday,Adoption,,Cat,Male,Neutered,365,Domestic Shorthair Mix,Black
A714025,,Sunday,Transfer,Partner,Dog,Male,Neutered,730,Yorkshire Terrier Mix,Brown
A660345,Clark,Sunday,Adoption,Foster,Cat,Male,Neutered,186,Domestic Shorthair Mix,Orange Tabby
A669140,Martin,Wednesday,Transfer,Partner,Cat,Male,Intact,31,Domestic Shorthair Mix,Orange Tabby
A676176,,Wednesday,Adoption,,Dog,Male,Neutered,730,Australian Shepherd Mix,Tricolor/White
A715359,Lassie,Thursday,Adoption,,Cat,Female,Spayed,62,Domestic Shorthair Mix,Black
A691919,,Tuesday,Transfer,SCRP,Cat,Male,Neutered,310,Domestic Shorthair Mix,Orange Tabby
A674671,,Monday,Return_to_owner,,Dog,Male,Intact,1,Pit Bull Mix,White/Black
A700582,,Thursday,Euthanasia,Suffering,Cat,Female,Intact,730,Domestic Shorthair Mix,Calico
A687185,Pepsi,Tuesday,Adoption,,Dog,Female,Spayed,1460,Chihuahua Shorthair Mix,Brown/White
A709637,Benny,Saturday,Adoption,,Cat,Male,Neutered,2555,Domestic Shorthair Mix,Black
A700567,Polly,Saturday,Transfer,Partner,Cat,Female,Spayed,2555,Maine Coon Mix,Brown Tabby
A710321,Dottie,Monday,Adoption,Foster,Cat,Female,Spayed,62,Domestic Shorthair Mix,Orange Tabby/White
A711404,Adrianna,Wednesday,Adoption,,Dog,Female,Spayed,62,Chihuahua Shorthair Mix,Tan/White
A693715,,Saturday,Transfer,Partner,Cat,Male,Intact,21,Domestic Shorthair Mix,Blue Tabby
A612711,Ebenezer,Sunday,Return_to_owner,,Dog,Male,Neutered,1460,Dachshund,Black/Brown
A705698,,Saturday,Transfer,Partner,Cat,Unknown,Unknown,14,Domestic Shorthair Mix,Brown Tabby/White
A664112,Grant,Saturday,Adoption,,Dog,Male,Neutered,62,Labrador Retriever/Labrador Retriever,White
A707728,,Thursday,Transfer,Partner,Cat,Male,Intact,14,Domestic Shorthair Mix,Black/White
A699391,Rocket,Monday,Adoption,,Dog,Male,Neutered,730,Chihuahua Shorthair Mix,Tricolor
A699534,Fran,Tuesday,Adoption,,Dog,Female,Spayed,365,Pit Bull Mix,White/Black
A690776,Charlie,Sunday,Transfer,Partner,Dog,Male,Intact,62,Dachshund/Shih Tzu,Tan
A702533,Lily,Friday,Adoption,,Dog,Female,Spayed,730,Pit Bull Mix,Black Brindle/White
A716218,Ladybug,Tuesday,Adoption,,Dog,Female,Spayed,1460,Australian Shepherd Mix,Chocolate/White
A624436,Chico,Tuesday,Return_to_owner,,Dog,Male,Neutered,1095,Parson Russell Terrier/Chihuahua Shorthair,White/Brown
A596942,Poncho,Sunday,Return_to_owner,,Dog,Male,Intact,2920,Chihuahua Shorthair Mix,White/Tan
A701045,Gus,Sunday,Return_to_owner,,Dog,Male,Neutered,730,Pug Mix,Black
A601482,Pepe,Thursday,Return_to_owner,,Dog,Male,Neutered,2555,Chow Chow/Australian Cattle Dog,Tan/Black
A699191,Brownie,Friday,Adoption,,Dog,Male,Neutered,730,Pit Bull Mix,Brown/White
A667545,Kooli,Saturday,Return_to_owner,,Dog,Male,Neutered,248,Pit Bull/Mastiff,Red/White
A680834,,Friday,Transfer,SCRP,Cat,Female,Spayed,365,Domestic Medium Hair Mix,Black/White
A215368,Guiness,Monday,Return_to_owner,,Dog,Male,Neutered,4745,Newfoundland Mix,Black
A711600,,Wednesday,Transfer,Partner,Cat,Male,Intact,21,Domestic Shorthair Mix,White
A670718,Nevil,Monday,Adoption,,Cat,Male,Neutered,2190,Domestic Medium Hair Mix,Orange Tabby
A709471,Brownie,Monday,Adoption,,Cat,Female,Spayed,93,Domestic Shorthair Mix,Brown Tabby/White
A698265,Brownie,Monday,Transfer,Partner,Dog,Female,Spayed,730,American Pit Bull Terrier,Chocolate/White
A683700,Rocca,Tuesday,Return_to_owner,,Dog,Female,Spayed,1825,Chihuahua Shorthair Mix,Red/White
A698566,Winston,Friday,Adoption,,Dog,Male,Neutered,730,Chihuahua Shorthair Mix,White/Tan
A669977,Zeppo,Tuesday,Euthanasia,Rabies Risk,Dog,Male,Neutered,365,American Bulldog Mix,Blue/White
A552877,Butterbean,Sunday,Adoption,,Cat,Female,Spayed,2920,Domestic Shorthair Mix,Calico
A675639,Boomer,Thursday,Adoption,Foster,Dog,Male,Neutered,1095,Pit Bull Mix,Tan/White
A701607,Rosco,Tuesday,Return_to_owner,,Dog,Male,Intact,365,Pit Bull Mix,White/Brown
A710237,Henrietta,Monday,Return_to_owner,,Cat,Female,Intact,2555,Domestic Longhair Mix,Tortie
A686679,,Friday,Transfer,Partner,Dog,Female,Spayed,62,Cocker Spaniel Mix,White/Tan
A692453,Shadow,Friday,Transfer,Partner,Dog,Female,Intact,730,Miniature Schnauzer,Black
A682485,,Sunday,Transfer,SCRP,Cat,Male,Intact,730,Domestic Shorthair Mix,Blue Tabby
A674746,Toby,Friday,Euthanasia,Suffering,Dog,Male,Neutered,1095,Chihuahua Shorthair Mix,White
A706138,Jerry,Sunday,Adoption,,Cat,Female,Spayed,124,Domestic Longhair Mix,Black/White
A693935,Willow,Tuesday,Transfer,Partner,Cat,Female,Spayed,1825,Domestic Shorthair Mix,Black/White
A688064,Blue,Tuesday,Transfer,Partner,Dog,Male,Neutered,310,Catahoula Mix,Chocolate/White
A697171,Holli,Saturday,Adoption,,Dog,Female,Spayed,730,Chihuahua Shorthair Mix,Blue/Tan
A678474,Figaro,Monday,Adoption,,Cat,Male,Neutered,1460,Angora Mix,Black
A684704,,Tuesday,Transfer,Partner,Cat,Female,Intact,4,Domestic Shorthair Mix,Brown Tabby
A697320,Chloe,Saturday,Return_to_owner,,Dog,Female,Spayed,365,Chihuahua Shorthair Mix,Tan/White
A714081,Barley,Thursday,Return_to_owner,,Dog,Male,Neutered,1460,Australian Shepherd Mix,Red
A685603,Nolan,Thursday,Transfer,Partner,Dog,Male,Intact,186,Catahoula Mix,Brown Merle
A703270,,Friday,Transfer,Partner,Cat,Unknown,Unknown,21,Domestic Shorthair Mix,White/Brown Tabby
A651306,Mason,Saturday,Adoption,,Dog,Male,Neutered,1095,Rottweiler,Black/Tan
A696044,Harley,Tuesday,Transfer,Partner,Cat,Male,Neutered,365,Domestic Shorthair Mix,Brown Tabby
A694347,Max,Saturday,Transfer,Partner,Dog,Male,Neutered,341,Black Mouth Cur Mix,Tan/Black
A510336,Hook,Friday,Adoption,,Cat,Male,Neutered,2555,Domestic Shorthair Mix,Black/White
A689894,Lovett,Sunday,Transfer,Partner,Cat,Male,Intact,730,Domestic Shorthair Mix,Black/White
A708283,,Sunday,Transfer,SCRP,Cat,Female,Intact,93,Domestic Shorthair Mix,White/Chocolate Point
A525592,Lucky,Tuesday,Adoption,,Cat,Female,Spayed,2555,Domestic Shorthair Mix,Brown Tabby
A667153,,Wednesday,Euthanasia,Rabies Risk,Cat,Male,Intact,31,Domestic Shorthair Mix,Black/White
A694398,,Monday,Transfer,Partner,Dog,Female,Intact,217,Labrador Retriever/Pembroke Welsh Corgi,Tan/White
A678841,,Tuesday,Transfer,Partner,Cat,Male,Intact,1,Domestic Shorthair Mix,White
A670833,Shasta,Thursday,Transfer,Partner,Dog,Female,Intact,365,Pit Bull Mix,Brown Brindle
A720141,Driver,Saturday,Return_to_owner,,Dog,Male,Neutered,730,Labrador Retriever Mix,Black
A670391,Petey,Tuesday,Adoption,,Dog,Male,Neutered,730,Pit Bull Mix,Brown/White
A667794,,Tuesday,Transfer,SCRP,Cat,Male,Intact,365,Domestic Shorthair Mix,Brown Tabby
A680971,Tigger,Tuesday,Adoption,,Cat,Male,Neutered,62,Domestic Shorthair Mix,Orange Tabby/White
A665403,Spark,Monday,Adoption,,Dog,Male,Neutered,365,Chihuahua Shorthair Mix,Yellow
A701610,Gigi,Tuesday,Adoption,Foster,Cat,Female,Spayed,186,Domestic Medium Hair Mix,Cream
A672280,,Friday,Adoption,Foster,Cat,Male,Neutered,62,Domestic Shorthair Mix,Black
A700035,,Friday,Transfer,Partner,Dog,Female,Spayed,365,Miniature Schnauzer Mix,Black/Tan
A705048,Nina,Tuesday,Adoption,,Dog,Female,Spayed,730,Chihuahua Shorthair Mix,White/Black
A718798,,Monday,Transfer,SCRP,Cat,Male,Neutered,365,Domestic Medium Hair Mix,Brown Tabby/White
A677733,Reese,Tuesday,Transfer,Partner,Dog,Female,Spayed,1460,Carolina Dog Mix,Tan/White
A700148,Daredevil,Wednesday,Adoption,Foster,Cat,Male,Neutered,62,Siamese Mix,Blue Point
A685822,,Wednesday,Euthanasia,Suffering,Dog,Female,Intact,1825,Pit Bull Mix,White/Black
A448020,Friday,Saturday,Return_to_owner,,Dog,Female,Spayed,5110,Doberman Pinsch/German Shepherd,Black/Tan
A693628,Bollita,Monday,Return_to_owner,,Dog,Female,Spayed,730,Great Pyrenees,White
A678199,Bean,Saturday,Transfer,Partner,Cat,Male,Neutered,217,Domestic Longhair Mix,Black
A702705,Adrianna,Saturday,Euthanasia,Aggressive,Dog,Female,Spayed,365,Pit Bull Mix,Brown Brindle/White
A669053,,Thursday,Transfer,Partner,Dog,Male,Intact,124,Mastiff/Pit Bull,Black/White
A616027,Gigi,Wednesday,Return_to_owner,,Dog,Female,Spayed,730,Australian Cattle Dog Mix,Brown
A679649,,Sunday,Transfer,SCRP,Cat,Female,Intact,93,Domestic Shorthair Mix,Brown Tabby
A679555,Coco,Monday,Adoption,,Dog,Female,Spayed,279,Boston Terrier Mix,White
A708920,,Monday,Transfer,SCRP,Cat,Male,Intact,93,Domestic Shorthair Mix,Orange Tabby
A675525,Leah,Saturday,Adoption,Foster,Cat,Female,Spayed,1095,Angora Mix,Blue
A698564,Colby,Wednesday,Adoption,,Dog,Male,Neutered,31,Labrador Retriever/Boxer,Tan/White
A679765,Frio,Thursday,Return_to_owner,,Dog,Male,Neutered,1095,Beagle Mix,Tricolor
A719494,,Friday,Return_to_owner,,Dog,Female,Intact,365,Siberian Husky Mix,Silver/Black
A685432,Dozer,Saturday,Return_to_owner,,Dog,Male,Intact,2190,English Bulldog Mix,Brown Brindle/White
A682197,Pam,Friday,Transfer,Partner,Cat,Female,Intact,62,Domestic Shorthair Mix,Brown Tabby
A706477,Spikey,Friday,Transfer,Partner,Dog,Male,Neutered,4380,Boxer Mix,White/Red
A715230,Melvin,Wednesday,Transfer,Partner,Cat,Male,Intact,31,Domestic Medium Hair Mix,White/Blue
A710193,Maggie,Monday,Transfer,Partner,Cat,Female,Spayed,2920,Domestic Shorthair Mix,Torbie
A714641,,Tuesday,Transfer,SCRP,Cat,Male,Intact,365,Domestic Shorthair Mix,Brown Tabby/White
A706260,Tiger Lily,Tuesday,Adoption,,Cat,Female,Spayed,365,Domestic Medium Hair Mix,Brown Tabby
A708568,Jim,Sunday,Transfer,Partner,Cat,Male,Intact,28,Domestic Shorthair Mix,Black/White
A697990,Tinkerbell,Friday,Return_to_owner,,Cat,Female,Spayed,1460,Domestic Shorthair Mix,Brown Tabby/White
A682610,Thor,Friday,Adoption,Foster,Dog,Female,Spayed,31,Labrador Retriever Mix,Black/White
A707446,,Monday,Transfer,Partner,Cat,Female,Intact,21,Domestic Longhair Mix,Blue Tabby
A672400,,Sunday,Transfer,Partner,Dog,Male,Intact,62,Yorkshire Terrier/Maltese,White
A680991,,Wednesday,Transfer,Partner,Cat,Male,Intact,3,Domestic Shorthair Mix,Orange Tabby
A716088,,Sunday,Euthanasia,Medical,Cat,Male,Intact,186,Domestic Shorthair Mix,Brown Tabby
A669934,Cookie,Tuesday,Euthanasia,Aggressive,Dog,Female,Intact,730,Pit Bull Mix,White/Tan
A709997,Ryder,Wednesday,Return_to_owner,,Dog,Female,Intact,730,Pit Bull Mix,White/Brown
A693125,Princess,Wednesday,Adoption,,Dog,Female,Spayed,2190,Cardigan Welsh Corgi Mix,Brown Brindle/White
A677668,,Wednesday,Transfer,Partner,Dog,Male,Intact,28,Blue Lacy/American Bulldog,Black/White
A342480,Lucy,Wednesday,Return_to_owner,,Dog,Female,Spayed,5110,Labrador Retriever Mix,Red/Tan
A683655,,Thursday,Transfer,Partner,Dog,Male,Neutered,155,Boxer Mix,Brown/White
A678614,Jason,Saturday,Adoption,,Cat,Male,Neutered,93,Domestic Medium Hair Mix,Black
A673726,,Saturday,Transfer,Partner,Dog,Female,Intact,31,Plott Hound Mix,Black/Brown Brindle
A697603,Katie,Monday,Transfer,Partner,Dog,Female,Spayed,186,Australian Shepherd,Black/Tan
A628792,Chloe,Thursday,Adoption,Foster,Cat,Female,Spayed,1095,Domestic Shorthair Mix,Blue Tabby
A684687,Bodhi,Friday,Adoption,,Dog,Male,Neutered,365,Pit Bull Mix,Brown/White
A702902,,Wednesday,Transfer,SCRP,Cat,Male,Intact,365,Domestic Shorthair Mix,Brown Tabby
A713560,Grace,Tuesday,Transfer,Partner,Dog,Female,Spayed,1095,St. Bernard Rough Coat Mix,Tricolor
A681561,,Thursday,Transfer,Partner,Cat,Male,Intact,31,Domestic Shorthair Mix,Orange Tabby/White
A688162,,Tuesday,Transfer,Partner,Dog,Female,Spayed,62,Australian Shepherd Mix,Tricolor
A719796,Ranger,Sunday,Adoption,,Cat,Male,Neutered,2190,Domestic Shorthair Mix,Black/White
A696833,Joey,Saturday,Adoption,Foster,Dog,Male,Neutered,1825,Staffordshire/Boston Terrier,Brown/White
A704501,Heine,Sunday,Adoption,,Cat,Female,Spayed,3285,Domestic Shorthair Mix,Tortie
A673216,Rutherford,Friday,Return_to_owner,,Dog,Male,Intact,730,Maltese/Miniature Poodle,White
A415589,Shadow,Thursday,Return_to_owner,,Dog,Female,Spayed,3650,Siberian Husky/Labrador Retriever,White/Tan
A709200,Ladybird,Sunday,Adoption,,Dog,Female,Intact,31,Chihuahua Shorthair/Pomeranian,Brown Brindle
A668319,Gizmo,Saturday,Adoption,,Cat,Male,Intact,62,Domestic Shorthair Mix,Blue/White
A688850,Darcey,Saturday,Adoption,,Dog,Female,Spayed,1095,Dachshund/Beagle,White/Tricolor
A662147,Pup 6M,Monday,Transfer,Partner,Dog,Male,Neutered,186,Chihuahua Shorthair Mix,Brown/Black
A680766,Isla,Monday,Adoption,,Cat,Female,Spayed,124,Domestic Shorthair Mix,Brown Tabby
A685245,Rikki Tikki,Saturday,Adoption,,Cat,Male,Neutered,124,Domestic Shorthair Mix,Orange Tabby
A697908,,Saturday,Adoption,,Dog,Female,Spayed,365,Miniature Poodle/English Cocker Spaniel,Cream
A283735,Angel,Thursday,Euthanasia,Suffering,Dog,Female,Spayed,4745,Doberman Pinsch Mix,Brown/Tan
A687863,Sierra,Sunday,Adoption,,Dog,Female,Spayed,730,Catahoula Mix,Chocolate/White
A688536,Clyde,Wednesday,Adoption,,Dog,Male,Neutered,62,Labrador Retriever Mix,Black
A685185,Roja,Monday,Adoption,,Dog,Female,Spayed,93,Great Pyrenees/Australian Cattle Dog,Cream/Red Tick
A699933,Butterscotch,Saturday,Adoption,,Dog,Female,Spayed,248,Labrador Retriever/Australian Cattle Dog,Cream/White
A651299,Fiona,Monday,Euthanasia,Aggressive,Dog,Female,Spayed,730,Pit Bull,Blue/White
A676143,Gordo,Monday,Adoption,,Dog,Male,Neutered,186,Labrador Retriever Mix,Yellow/White
A711910,Zoey,Thursday,Return_to_owner,,Dog,Female,Spayed,2920,German Shorthair Pointer Mix,White/Liver
A691281,Royce,Monday,Adoption,,Dog,Male,Neutered,248,Beagle,Tricolor
A696637,,Friday,Transfer,Partner,Dog,Male,Neutered,365,Collie Rough Mix,White
A700913,,Tuesday,Transfer,Partner,Cat,Female,Intact,2,Domestic Shorthair Mix,Brown Tabby
A703721,,Thursday,Transfer,Partner,Dog,Unknown,Unknown,1,Anatol Shepherd Mix,Tricolor
A648687,Lulu,Friday,Return_to_owner,,Dog,Female,Spayed,365,German Shepherd Mix,Black/Tan
A672573,Biggie,Sunday,Adoption,,Dog,Male,Neutered,730,Pit Bull/Australian Cattle Dog,White/Tan
A713362,Faloo,Sunday,Adoption,,Cat,Female,Spayed,124,Domestic Shorthair Mix,Black/White
A667955,Pollie,Thursday,Adoption,,Dog,Female,Spayed,730,Labrador Retriever Mix,Tan/White
A697206,,Friday,Transfer,SCRP,Cat,Female,Intact,124,Domestic Shorthair Mix,Black/White
A716743,Fluffy,Monday,Adoption,,Dog,Male,Neutered,730,Maltese/Miniature Poodle,White/Tan
A688569,,Wednesday,Adoption,,Cat,Male,Neutered,62,Domestic Shorthair Mix,Blue Tabby/White
A712883,Salaria,Wednesday,Return_to_owner,,Dog,Female,Spayed,1095,German Shepherd Mix,Black/Brown
A681939,Nina,Sunday,Adoption,Foster,Cat,Female,Spayed,93,Domestic Shorthair Mix,Brown Tabby
A696055,Lady,Wednesday,Return_to_owner,,Dog,Female,Intact,365,Bull Terrier Mix,Brown Brindle/White
A705526,Reno,Wednesday,Transfer,Partner,Dog,Male,Intact,3650,Siberian Husky/German Shepherd,Buff
A680244,Gimli,Wednesday,Died,,Cat,Male,Intact,28,Domestic Shorthair,Blue Tabby
A680444,,Friday,Transfer,Partner,Dog,Male,Neutered,2190,Pug Mix,Tan/Black
A716076,Sirius,Friday,Adoption,,Cat,Male,Neutered,1095,Siamese Mix,Seal Point
A716636,Higgins,Thursday,Transfer,Partner,Dog,Male,Neutered,730,Lhasa Apso Mix,White
A707974,Cleopatra,Tuesday,Transfer,SCRP,Cat,Female,Intact,730,Domestic Shorthair Mix,Blue
A681006,Max,Sunday,Adoption,,Dog,Male,Neutered,1460,Yorkshire Terrier/Miniature Poodle,Black/Brown
A584947,Lance,Monday,Return_to_owner,,Dog,Male,Neutered,4015,Border Collie Mix,White/Brown
A624189,Pyrex,Tuesday,Return_to_owner,,Dog,Male,Neutered,1095,Labrador Retriever/Chow Chow,Black
A674311,Bonita Bubbl,Saturday,Adoption,,Dog,Female,Spayed,124,Bruss Griffon Mix,White/Tan
A683466,Denver,Tuesday,Adoption,,Dog,Male,Neutered,186,Blue Lacy Mix,Buff/White
A708080,,Thursday,Transfer,SCRP,Cat,Unknown,Unknown,730,Domestic Shorthair Mix,Black
A640416,Dawn,Saturday,Transfer,Partner,Dog,Female,Spayed,1460,Pit Bull Mix,White/Brown Brindle
A677877,Cora,Wednesday,Return_to_owner,,Dog,Female,Intact,730,Siberian Husky Mix,Black/White
A687624,Flint,Monday,Adoption,,Dog,Male,Neutered,365,Pit Bull Mix,Brown Brindle/White
A696292,Diesel,Friday,Return_to_owner,,Dog,Male,Neutered,365,American Staffordshire Terrier Mix,Blue/White
A693332,,Friday,Adoption,,Dog,Female,Spayed,730,Border Collie Mix,Black/White
A709058,Tanner,Sunday,Adoption,,Cat,Male,Neutered,2190,Domestic Shorthair Mix,Orange Tabby
A692897,Bailey,Friday,Return_to_owner,,Dog,Male,Intact,4015,Golden Retriever Mix,Gold
A693872,,Tuesday,Euthanasia,Suffering,Cat,Male,Intact,2920,Domestic Shorthair Mix,Black/White
A701185,Sadie,Wednesday,Adoption,,Dog,Female,Spayed,3285,Labrador Retriever Mix,Black
A652270,Lila,Thursday,Transfer,Partner,Dog,Female,Spayed,279,Rhod Ridgeback Mix,Brown
A701641,Ellie,Sunday,Transfer,Partner,Dog,Female,Spayed,1460,Dachshund Mix,Chocolate/White
A705802,,Sunday,Transfer,Partner,Dog,Unknown,Unknown,62,Treeing Walker Coonhound Mix,Tricolor
A693030,Tony,Wednesday,Adoption,,Cat,Male,Neutered,93,Domestic Shorthair Mix,Orange Tabby
A680720,,Friday,Transfer,Partner,Cat,Male,Intact,31,Domestic Medium Hair Mix,Black
A711598,Osita,Saturday,Return_to_owner,,Dog,Female,Spayed,365,Chow Chow Mix,Tan
A695483,Rex,Tuesday,Return_to_owner,,Cat,Male,Neutered,730,Domestic Shorthair Mix,Brown Tabby/White
A669699,,Sunday,Transfer,Partner,Cat,Male,Intact,730,Domestic Shorthair Mix,Black
A484945,Johnnie,Sunday,Transfer,Partner,Cat,Male,Neutered,2555,Domestic Shorthair Mix,Black
A676606,Boudreaux,Friday,Transfer,Partner,Dog,Male,Neutered,124,Basenji/Chihuahua Longhair,Red/White
A676224,Titus,Tuesday,Adoption,,Cat,Male,Neutered,1825,Domestic Shorthair Mix,Black/White
A675932,Castiel,Tuesday,Adoption,,Dog,Male,Neutered,365,Border Collie Mix,Tricolor
