animalid,name,datetime,holiday,outcometype,outcomesubtype,animaltype,sex,castration,agegroup,breed,color
A691820,Bambi,Monday,False,Return_to_owner,,Dog,Female,Spayed,aging_dog,Chihuahua Shorthair Mix,Chocolate/Tan
A671134,Dynamite,Saturday,False,Adoption,,Dog,Male,Neutered,puppy,Redbone Hound/Redbone Hound,Red
A713592,Simon,Saturday,False,Adoption,,Dog,Male,Neutered,adult,Labrador Retriever/German Shepherd,Brown/White
A711995,Tyson,Sunday,False,Adoption,,Dog,Male,Neutered,puppy,Labrador Retriever Mix,Black/White
A677110,Charlie,Tuesday,False,Return_to_owner,,Dog,Male,Neutered,puppy,Maltese/Miniature Poodle,Black
A713865,Drewster,Thursday,False,Transfer,Partner,Cat,Male,Neutered,kitten,Domestic Shorthair Mix,Orange Tabby
A670329,Bean,Monday,False,Return_to_owner,,Dog,Male,Intact,adult,Chihuahua Shorthair Mix,Black
A675866,Chico,Wednesday,False,Adoption,,Dog,Male,Neutered,adult,Dachshund Mix,Red
A685201,Angela,Saturday,False,Adoption,Foster,Cat,Female,Spayed,kitten,Domestic Shorthair Mix,Brown Tabby/White
A713920,Wren,Wednesday,False,Adoption,Foster,Cat,Female,Spayed,kitten,Domestic Shorthair Mix,Brown Tabby
A713107,Talulah,Wednesday,False,Transfer,Partner,Dog,Female,Spayed,adult,Labrador Retriever Mix,White
A687597,,Saturday,False,Transfer,Partner,Dog,Male,Neutered,puppy,Pointer Mix,White/Tan
A667268,,Monday,False,Transfer,SCRP,Cat,Female,Intact,adult,Domestic Shorthair Mix,Torbie
A684694,,Wednesday,False,Transfer,Partner,Dog,Male,Intact,puppy,Australian Cattle Dog,Tan/White
A677917,Chubby,Sunday,False,Adoption,,Cat,Female,Spayed,kitten,Domestic Medium Hair Mix,Orange Tabby
A670610,Riker,Sunday,False,Adoption,,Dog,Male,Neutered,adult,German Shepherd Mix,Tan/Black
A680243,Eowyn,Wednesday,False,Transfer,Partner,Cat,Female,Intact,kitten,Domestic Shorthair Mix,Brown Tabby
A701372,Carol,Friday,False,Adoption,,Cat,Female,Spayed,kitten,Domestic Medium Hair,Brown Tabby
A706090,,Wednesday,False,Transfer,Partner,Cat,Unknown,Unknown,kitten,Domestic Shorthair Mix,Brown Tabby
A672230,Lil Dude,Thursday,False,Return_to_owner,,Dog,Male,Neutered,adult,Norwich Terrier/Pug,Buff
A685573,Lucas,Thursday,False,Adoption,,Dog,Male,Neutered,adult,Redbone Hound Mix,Tan/White
A661851,Prada,Sunday,False,Adoption,,Cat,Female,Spayed,kitten,Domestic Shorthair Mix,Orange Tabby/White
A712725,Samson,Wednesday,False,Adoption,,Dog,Male,Neutered,,Great Pyrenees Mix,White
A700188,Liza,Wednesday,False,Adoption,,Dog,Female,Intact,,Miniature Poodle Mix,White
A670612,Sheila,Sunday,False,Return_to_owner,,Dog,Female,Intact,aging_dog,Beagle,Orange/White
A631781,Butterscotch,Wednesday,False,Adoption,,Cat,Female,Spayed,senior,British Shorthair,Orange Tabby/White
A676182,Paris,Monday,False,Return_to_owner,,Dog,Female,Spayed,aging_dog,Bichon Frise,White
A694172,Dizzy,Wednesday,False,Adoption,,Dog,Male,Neutered,adult,Catahoula/Labrador Retriever,Tan/White
A692323,,Tuesday,False,Transfer,Partner,Cat,Male,Intact,kitten,Domestic Shorthair Mix,Black
A693010,,Monday,False,Adoption,Foster,Dog,Female,Spayed,puppy,Labrador Retriever Mix,Tan
A672265,,Tuesday,False,Adoption,,Dog,Female,Spayed,puppy,Golden Retriever Mix,Tan/White
A670379,Curlytail,Thursday,False,Return_to_owner,,Cat,Male,Neutered,adult,Domestic Longhair Mix,Black/White
A719527,Cain,Monday,False,Return_to_owner,,Dog,Male,Intact,adult,Pit Bull Mix,Blue/White
A705019,Mathias,Saturday,False,Adoption,,Cat,Male,Neutered,kitten,Domestic Shorthair Mix,Black/White
A674781,Duke,Tuesday,False,Return_to_owner,,Dog,Male,Neutered,aging_dog,Akita Mix,Brown Brindle/White
A670272,Beans,Sunday,False,Return_to_owner,,Dog,Male,Neutered,,Miniature Schnauzer Mix,Gray
A690906,Parry,Friday,False,Adoption,Foster,Cat,Male,Neutered,kitten,Domestic Shorthair Mix,Blue Tabby
A699238,Butterball,Thursday,False,Adoption,Foster,Dog,Male,Neutered,puppy,Soft Coated Wheaten Terrier Mix,Tan
A705730,Elsa,Wednesday,False,Transfer,Partner,Dog,Female,Intact,puppy,Pit Bull Mix,White/Brown
A692390,Charlize,Saturday,False,Adoption,,Dog,Female,Intact,,Beagle Mix,Black/Tan
A673914,Ruby,Wednesday,False,Transfer,Partner,Cat,Female,Spayed,adult,Domestic Medium Hair Mix,Orange Tabby
A710312,,Friday,False,Transfer,Partner,Cat,Female,Intact,kitten,Domestic Shorthair Mix,Torbie
A642732,Ashley,Thursday,False,Transfer,Partner,Cat,Female,Spayed,kitten,Domestic Shorthair Mix,Tortie
A702023,Jasmine,Tuesday,False,Adoption,,Cat,Female,Spayed,kitten,Domestic Longhair Mix,Calico
A718955,Scrappy,Friday,False,Return_to_owner,,Dog,Male,Neutered,adult,Pomeranian,Brown
A349480,Daisy,Sunday,False,Return_to_owner,,Dog,Female,Spayed,,Labrador Retriever Mix,Chocolate
A685733,Lily,Saturday,False,Adoption,,Dog,Female,Spayed,puppy,Labrador Retriever Mix,Brown/White
A719114,Romeo,Sunday,False,Adoption,,Dog,Male,Neutered,adult,Chihuahua Longhair Mix,Brown/White
A707321,Bella,Monday,False,Adoption,,Cat,Female,Spayed,kitten,Domestic Shorthair Mix,Tortie
A687716,Yoda,Monday,False,Transfer,Partner,Cat,Female,Intact,kitten,Siamese Mix,Seal Point/White
A649522,Capulin,Saturday,False,Return_to_owner,,Dog,Male,Intact,adult,Unknown Mix,Brown
A679061,Aeris,Tuesday,False,Adoption,,Dog,Female,Spayed,adult,Pit Bull Mix,Black Brindle/White
A691120,,Saturday,False,Euthanasia,Suffering,Cat,Female,Intact,kitten,Domestic Shorthair Mix,Black/White
A716818,Hudson,Sunday,False,Transfer,Partner,Dog,Male,Neutered,adult,German Shepherd Mix,Brown
A664681,Pooffy,Sunday,False,Return_to_owner,,Dog,Female,Intact,adult,Chihuahua Shorthair Mix,White/Brown
A704840,Missy,Wednesday,False,Return_to_owner,,Cat,Female,Spayed,adult,Domestic Medium Hair Mix,White/Blue
A686939,,Friday,False,Transfer,Partner,Cat,Male,Intact,kitten,Domestic Shorthair Mix,Brown Tabby/White
A713341,N,Friday,False,Adoption,,Cat,Male,Neutered,kitten,Domestic Shorthair Mix,Blue Smoke
A597754,Sunshine,Thursday,False,Adoption,,Dog,Female,Spayed,aging_dog,Vizsla/Staffordshire,Red/White
A687458,Baby Blue,Saturday,False,Adoption,Foster,Cat,Male,Neutered,kitten,Domestic Shorthair Mix,Blue Tabby
A679917,Mo Mo,Saturday,False,Adoption,,Dog,Female,Spayed,adult,Anatol Shepherd Mix,Cream
A668543,Sage,Monday,False,Transfer,Partner,Cat,Female,Spayed,kitten,Domestic Medium Hair Mix,Blue Tabby
A666962,,Wednesday,False,Transfer,SCRP,Cat,Female,Spayed,kitten,Domestic Shorthair Mix,Brown Tabby/White
A680140,,Saturday,False,Transfer,Partner,Dog,Female,Intact,puppy,Labrador Retriever Mix,Brown
A643536,Herrod,Monday,False,Transfer,Partner,Dog,Male,Neutered,adult,Whippet Mix,Black/White
A718689,Pepita,Sunday,False,Transfer,Partner,Dog,Female,Spayed,aging_dog,Chihuahua Longhair Mix,Tricolor
A672075,,Monday,False,Euthanasia,Suffering,Cat,Male,Intact,adult,Domestic Longhair Mix,Black/White
A660209,Gracie,Sunday,False,Adoption,,Dog,Female,Spayed,adult,American Staffordshire Terrier Mix,Brown/White
A664631,Moon Shadow,Monday,False,Return_to_owner,,Dog,Female,Intact,adult,Siberian Husky Mix,White
A702130,Yolee,Saturday,False,Adoption,Foster,Cat,Female,Spayed,kitten,Domestic Shorthair Mix,Tortie
A707191,Pearl,Tuesday,False,Adoption,,Dog,Female,Intact,adult,Beagle/Pointer,Black/White
A684216,,Friday,False,Adoption,,Dog,Male,Neutered,adult,Chihuahua Shorthair Mix,Chocolate/Brown Brindle
A689247,,Thursday,False,Transfer,SCRP,Cat,Female,Intact,kitten,Domestic Shorthair Mix,Calico
A625626,Olenta,Tuesday,False,Euthanasia,Suffering,Dog,Female,Intact,,Dachshund Mix,White/Brown
A716236,,Tuesday,False,Transfer,Partner,Cat,Female,Intact,kitten,Domestic Shorthair Mix,Brown Tabby
A667356,Bella,Sunday,False,Return_to_owner,,Dog,Female,Intact,adult,Staffordshire Mix,Blue/White
A705005,Rose,Thursday,False,Transfer,Partner,Dog,Female,Spayed,adult,American Pit Bull Terrier Mix,Tan/White
A664953,Figgy,Thursday,False,Died,In Foster,Cat,Female,Intact,kitten,Domestic Shorthair Mix,Black/White
A713267,Friday,Friday,False,Adoption,,Dog,Male,Neutered,adult,Labrador Retriever Mix,Tan
A701357,Sunshine,Sunday,False,Adoption,Offsite,Dog,Female,Spayed,aging_dog,Chihuahua Shorthair Mix,Sable/Brown
A694211,Nightshadow,Sunday,False,Adoption,,Cat,Female,Spayed,adult,Domestic Medium Hair Mix,Black
A716075,Toby,Tuesday,False,Return_to_owner,,Dog,Male,Neutered,adult,Jack Russell Terrier/Basenji,White/Brown Tabby
A674267,Bambi,Tuesday,False,Adoption,,Dog,Female,Spayed,aging_dog,Chihuahua Shorthair Mix,Brown
A659834,Dudley,Tuesday,False,Adoption,Foster,Dog,Male,Neutered,puppy,Labrador Retriever Mix,Black
A688609,Prince,Wednesday,False,Adoption,,Cat,Male,Neutered,kitten,Domestic Shorthair Mix,Brown Tabby
A618422,Spooky,Thursday,False,Return_to_owner,,Dog,Male,Neutered,aging_dog,Chihuahua Shorthair Mix,Brown
A708204,Big Head,Thursday,False,Transfer,Partner,Cat,Male,Neutered,senior,Domestic Shorthair Mix,Orange Tabby
A673496,,Monday,False,Transfer,Partner,Cat,Female,Spayed,kitten,Domestic Shorthair Mix,Blue Tabby/White
A718192,Vincente,Monday,False,Adoption,,Dog,Male,Neutered,aging_dog,Chihuahua Shorthair Mix,Tan/Black
A702396,,Monday,True,Transfer,Partner,Cat,Female,Intact,kitten,Domestic Shorthair Mix,Brown Tabby
A705726,Pearl,Wednesday,False,Transfer,Partner,Dog,Female,Intact,puppy,German Shepherd Mix,White
A713225,Pablo,Saturday,False,Transfer,Partner,Dog,Male,Neutered,adult,Chihuahua Longhair Mix,Tan
A680719,,Friday,False,Transfer,Partner,Cat,Male,Intact,kitten,Domestic Medium Hair Mix,Black
A630031,Gideon,Saturday,False,Adoption,,Dog,Male,Neutered,adult,German Shepherd Mix,Black
A675175,Olive,Tuesday,False,Adoption,,Dog,Female,Spayed,puppy,Border Collie Mix,Black/White
A714760,,Wednesday,False,Transfer,SCRP,Cat,Unknown,Unknown,adult,Domestic Medium Hair Mix,Brown Tabby/White
A696385,Nina,Wednesday,False,Return_to_owner,,Dog,Female,Spayed,aging_dog,Pit Bull Mix,Black Brindle/Black
A708203,Shayla,Tuesday,False,Transfer,Partner,Cat,Female,Spayed,adult,Siamese Mix,Lilac Point
A684795,,Monday,False,Transfer,Partner,Cat,Male,Intact,kitten,Domestic Shorthair Mix,Orange Tabby
A674387,Pulgi,Thursday,False,Return_to_owner,,Dog,Male,Intact,adult,Chihuahua Shorthair Mix,Brown/Tan
A683943,,Friday,False,Transfer,SCRP,Cat,Male,Intact,adult,Domestic Shorthair Mix,Brown Tabby
A700821,Juno,Monday,False,Return_to_owner,,Dog,Male,Neutered,adult,Siberian Husky Mix,Black/White
A700453,,Tuesday,False,Transfer,Partner,Cat,Unknown,Unknown,kitten,Domestic Shorthair Mix,Blue Tabby/White
A709384,,Sunday,False,Transfer,SCRP,Cat,Female,Intact,kitten,Domestic Medium Hair Mix,Brown Tabby/White
A687492,,Tuesday,False,Adoption,,Cat,Male,Neutered,kitten,Domestic Shorthair Mix,Brown Tabby/White
A712283,Frankenstein,Monday,False,Return_to_owner,,Cat,Male,Neutered,adult,Domestic Shorthair Mix,Orange Tabby
A611682,Estrella,Sunday,False,Adoption,,Dog,Female,Spayed,aging_dog,Miniature Poodle Mix,Gray
A671124,Matty,Monday,True,Adoption,,Cat,Male,Neutered,kitten,Domestic Longhair Mix,Orange Tabby/White
A660051,,Wednesday,False,Adoption,Foster,Cat,Male,Neutered,kitten,Domestic Shorthair Mix,Brown Tabby
A696151,Sully,Tuesday,False,Adoption,Foster,Dog,Male,Neutered,puppy,Dachshund Mix,Black/Brown
A691429,,Wednesday,False,Transfer,SCRP,Cat,Female,Intact,kitten,Domestic Shorthair Mix,Cream Tabby
A700239,Gizmo,Saturday,False,Transfer,Partner,Dog,Male,Intact,,Dachshund Mix,Red
A682212,Izzy,Wednesday,False,Return_to_owner,,Dog,Female,Spayed,aging_dog,West Highland,White
A682418,,Saturday,False,Adoption,,Cat,Female,Spayed,kitten,Domestic Shorthair,Black
A672057,Dottie,Tuesday,False,Return_to_owner,,Dog,Female,Spayed,adult,Miniature Poodle Mix,Apricot
A705389,Gilly,Thursday,False,Adoption,,Cat,Female,Spayed,kitten,Domestic Shorthair Mix,Blue
A658734,Heidi,Saturday,False,Adoption,,Dog,Female,Spayed,aging_dog,Dachshund Longhair/Cardigan Welsh Corgi,Red
A699584,Yuki,Tuesday,False,Return_to_owner,,Dog,Female,Spayed,puppy,Yorkshire Terrier Mix,Tan/Cream
A708027,Pepper,Monday,False,Adoption,,Dog,Female,Spayed,puppy,Labrador Retriever Mix,Black
A712541,Bijoux,Monday,True,Adoption,,Cat,Female,Spayed,kitten,Domestic Shorthair Mix,Torbie/White
A707782,,Tuesday,False,Transfer,Partner,Dog,Male,Intact,puppy,Chihuahua Shorthair/Dachshund,Black/White
A702915,Bertram,Sunday,False,Adoption,,Dog,Male,Neutered,puppy,Anatol Shepherd,Red/White
A712355,Max,Sunday,False,Adoption,,Cat,Male,Neutered,adult,Domestic Shorthair Mix,Orange Tabby
A667884,,Thursday,True,Transfer,Partner,Dog,Male,Neutered,adult,Miniature Schnauzer,Black/White
A687811,Ringo,Sunday,False,Transfer,Partner,Dog,Male,Intact,puppy,Labrador Retriever/Australian Shepherd,Brown/White
A665653,,Wednesday,False,Transfer,Partner,Cat,Male,Intact,kitten,Domestic Shorthair Mix,Brown Tabby/White
A664450,Miley,Saturday,False,Transfer,Partner,Dog,Female,Intact,aging_dog,Chihuahua Shorthair Mix,Tan
A706257,Quill,Thursday,False,Adoption,,Dog,Male,Neutered,puppy,German Shepherd Mix,Brown
A706610,Mindy Lou,Sunday,False,Adoption,,Dog,Female,Spayed,adult,Australian Shepherd Mix,Tan
A691586,Cassidy,Wednesday,False,Transfer,Partner,Dog,Female,Spayed,adult,Pit Bull Mix,Tan/White
A678115,,Sunday,False,Transfer,Partner,Cat,Female,Intact,kitten,Domestic Shorthair Mix,Blue Tabby
A662880,Orange,Sunday,False,Adoption,,Cat,Male,Neutered,kitten,Domestic Shorthair Mix,Orange Tabby/White
A709342,,Friday,False,Transfer,Partner,Dog,Male,Neutered,aging_dog,Dachshund Mix,Chocolate
A716675,Sirius,Sunday,False,Adoption,,Dog,Female,Spayed,aging_dog,Chihuahua Shorthair Mix,Brown
A690892,,Tuesday,False,Transfer,SCRP,Cat,Female,Intact,kitten,Domestic Medium Hair Mix,Blue Tabby
A716923,Kiko,Monday,False,Return_to_owner,,Cat,Female,Spayed,kitten,Domestic Shorthair Mix,Black Tabby/Orange
A711695,Mollie,Friday,False,Return_to_owner,,Dog,Female,Spayed,,Border Collie Mix,Black/White
A703868,,Friday,False,Transfer,Partner,Cat,Female,Intact,kitten,Domestic Shorthair Mix,Calico
A718425,King,Wednesday,False,Return_to_owner,,Dog,Male,Neutered,puppy,Anatol Shepherd/Siberian Husky,Buff/White
A678793,Norman,Saturday,False,Adoption,Foster,Cat,Male,Neutered,kitten,Domestic Shorthair Mix,Black/White
A719471,Jordy,Monday,False,Adoption,,Dog,Male,Neutered,aging_dog,Australian Cattle Dog Mix,Blue Tick
A684376,Jasper,Sunday,False,Transfer,Partner,Dog,Male,Intact,puppy,Australian Kelpie Mix,Brown Brindle
A702338,Sparks,Saturday,False,Adoption,,Dog,Male,Neutered,adult,Basenji/Chihuahua Shorthair,Tan/White
A667933,,Saturday,False,Adoption,,Dog,Male,Neutered,aging_dog,Border Collie Mix,Black/White
A678531,,Saturday,False,Transfer,Partner,Cat,Male,Intact,kitten,Domestic Medium Hair Mix,Black/White
A690273,,Wednesday,False,Transfer,Partner,Dog,Female,Intact,puppy,Labrador Retriever Mix,Black/White
A710883,Mary,Tuesday,False,Adoption,Foster,Cat,Female,Spayed,kitten,Domestic Shorthair Mix,Orange Tabby
A719789,Ginger,Friday,False,Adoption,,Dog,Female,Spayed,puppy,Chihuahua Shorthair Mix,Brown
A688471,Bran,Friday,False,Adoption,Foster,Cat,Male,Neutered,kitten,Domestic Shorthair Mix,Brown Tabby
A677458,Buddy,Saturday,False,Adoption,,Dog,Male,Neutered,adult,Labrador Retriever/Boxer,Brown/White
A689871,Mocha,Saturday,False,Adoption,,Dog,Male,Neutered,adult,Chihuahua Shorthair Mix,Chocolate/White
A690235,Forrest,Friday,False,Euthanasia,Suffering,Dog,Male,Neutered,,Siberian Husky Mix,Black/White
A719445,,Tuesday,False,Transfer,SCRP,Cat,Male,Neutered,kitten,Domestic Shorthair Mix,Black
A709238,Penny,Saturday,False,Died,In Kennel,Cat,Female,Intact,kitten,Domestic Medium Hair Mix,Brown Tabby/White
A718024,Snickerdood,Saturday,False,Adoption,,Cat,Male,Neutered,kitten,Domestic Shorthair Mix,Cream Tabby
A669600,,Tuesday,False,Adoption,,Cat,Female,Intact,kitten,Domestic Medium Hair Mix,Blue
A694590,Snowbelle,Sunday,False,Adoption,,Dog,Female,Spayed,puppy,Catahoula Mix,White
A697567,Wilbur,Monday,False,Adoption,,Dog,Male,Neutered,aging_dog,Pit Bull Mix,Tricolor
A683025,,Thursday,False,Adoption,,Dog,Male,Neutered,adult,Dachshund Mix,Red Tick/White
A685211,Myka,Sunday,False,Adoption,,Dog,Female,Spayed,adult,Australian Kelpie Mix,Tan
A619084,Dude,Wednesday,False,Return_to_owner,,Dog,Male,Neutered,aging_dog,Labrador Retriever Mix,Black
A703435,Marty,Friday,False,Adoption,,Dog,Male,Neutered,adult,Chihuahua Shorthair Mix,Tan
A660357,Phoebe,Saturday,False,Adoption,Foster,Cat,Female,Spayed,kitten,Domestic Shorthair Mix,Brown Tabby
A693578,Little Bit,Wednesday,False,Adoption,,Cat,Female,Spayed,senior,Domestic Shorthair Mix,Tortie
A610772,Max,Wednesday,False,Euthanasia,Aggressive,Dog,Male,Neutered,aging_dog,Chihuahua Longhair/Pomeranian,Tan/White
A663886,Trudy,Tuesday,False,Euthanasia,Medical,Dog,Female,Spayed,adult,Pit Bull Mix,Black/White
A672012,Marty,Thursday,False,Transfer,Partner,Dog,Male,Neutered,adult,Pug/Chihuahua Shorthair,Tan/White
A718625,Jenner,Sunday,False,Transfer,Partner,Dog,Male,Intact,puppy,Dachshund Wirehair/Rat Terrier,Tricolor
A696230,,Wednesday,False,Adoption,,Cat,Male,Neutered,kitten,Domestic Medium Hair Mix,Black/White
A623219,Bear,Monday,False,Return_to_owner,,Dog,Male,Neutered,aging_dog,Pit Bull Mix,Blue Tiger/White
A678078,Hershey,Sunday,False,Adoption,Foster,Cat,Male,Neutered,kitten,Domestic Shorthair Mix,Brown Tabby
A706812,,Saturday,False,Adoption,Foster,Cat,Female,Spayed,kitten,Domestic Shorthair Mix,Tortie
A718155,Frito,Monday,False,Transfer,Partner,Dog,Male,Neutered,adult,Chihuahua Shorthair Mix,Tan/White
A710608,Mambo,Sunday,False,Transfer,Partner,Cat,Female,Spayed,kitten,Domestic Medium Hair Mix,Blue Tabby
A681080,Batman,Saturday,False,Return_to_owner,,Dog,Male,Neutered,aging_dog,Border Terrier Mix,Tan
A681103,Sweety Pie,Friday,False,Return_to_owner,,Dog,Female,Spayed,aging_dog,Miniature Poodle Mix,Apricot/Brown
A692718,Lucy,Monday,False,Return_to_owner,,Dog,Female,Spayed,aging_dog,Pit Bull Mix,Brown/White
A718672,,Wednesday,False,Return_to_owner,,Dog,Male,Intact,adult,Black/Tan Hound,Black/Tan
A700600,Ted,Friday,False,Transfer,Partner,Dog,Male,Neutered,,Dachshund Mix,Tan
A684057,Zachary,Thursday,False,Adoption,,Dog,Male,Neutered,,Chihuahua Shorthair Mix,Black/Brown
A682159,,Wednesday,False,Transfer,Partner,Cat,Male,Intact,kitten,Domestic Longhair Mix,Black/White
A706070,Skunk,Saturday,False,Adoption,Foster,Cat,Female,Spayed,kitten,Domestic Shorthair Mix,Black
A706926,Clem,Saturday,False,Adoption,,Cat,Male,Neutered,kitten,Domestic Shorthair,Blue
A697665,Canelo,Saturday,False,Adoption,,Dog,Male,Neutered,adult,Chihuahua Shorthair Mix,Tan
A716376,,Thursday,False,Adoption,Foster,Dog,Female,Spayed,puppy,Boxer Mix,Red/White
A690234,Hershey,Sunday,False,Return_to_owner,,Dog,Male,Neutered,adult,Chihuahua Shorthair/Dachshund,Chocolate/Tan
A701798,,Tuesday,False,Transfer,Partner,Cat,Female,Intact,kitten,Domestic Shorthair Mix,Blue Tabby/White
A714383,,Tuesday,False,Adoption,,Dog,Male,Neutered,puppy,Beagle Mix,Brown/Tan
A687954,Roscoe,Sunday,False,Return_to_owner,,Dog,Male,Neutered,aging_dog,Labrador Retriever Mix,Yellow
A605804,Shayla,Friday,False,Euthanasia,Aggressive,Dog,Female,Spayed,aging_dog,Australian Cattle Dog Mix,White/Black
A640739,Sophie,Saturday,False,Transfer,Partner,Dog,Female,Spayed,aging_dog,Pit Bull Mix,Brown/White
A669967,Nikko,Tuesday,False,Transfer,Partner,Dog,Male,Intact,puppy,Chihuahua Shorthair Mix,Brown/White
A701801,Boo,Monday,False,Transfer,Partner,Cat,Male,Neutered,adult,Domestic Shorthair Mix,Black/White
A709191,Chaca,Tuesday,False,Adoption,,Dog,Female,Spayed,puppy,Rottweiler Mix,Black/Tan
A697970,Collins,Saturday,False,Adoption,,Dog,Male,Neutered,adult,Border Terrier Mix,White/Orange
A613161,Lady,Sunday,False,Adoption,,Dog,Female,Spayed,aging_dog,German Shepherd Mix,Brown/Black
A720819,Yuki Kisses,Sunday,False,Adoption,,Dog,Female,Spayed,adult,Australian Cattle Dog Mix,White/Red
A671503,Max,Monday,False,Adoption,,Dog,Male,Neutered,adult,Beagle/Dachshund,White/Brown
A694059,Simon,Monday,False,Adoption,,Dog,Male,Neutered,aging_dog,Boxer/Staffordshire,Black/White
A688667,,Thursday,False,Transfer,Partner,Dog,Female,Spayed,puppy,Labrador Retriever Mix,Black
A698681,,Friday,False,Adoption,,Dog,Male,Neutered,puppy,Border Terrier Mix,Gray/White
A717977,,Wednesday,False,Adoption,,Dog,Male,Neutered,adult,Miniature Schnauzer Mix,Gray/White
A698177,,Tuesday,False,Adoption,,Dog,Male,Neutered,aging_dog,Maltese Mix,White
A670569,,Friday,False,Adoption,,Cat,Female,Spayed,kitten,Domestic Shorthair Mix,Black/White
A693065,Zulma,Monday,False,Return_to_owner,,Cat,Female,Intact,adult,Domestic Medium Hair Mix,Torbie
A711999,Oreo,Friday,False,Transfer,Partner,Dog,Male,Neutered,aging_dog,Boston Terrier/Dachshund,Black/White
A686209,Angel,Wednesday,False,Adoption,,Cat,Female,Spayed,senior,Domestic Shorthair Mix,Blue Tabby
A685967,Jessie,Wednesday,False,Transfer,Partner,Dog,Female,Spayed,adult,Dachshund Wirehair Mix,Gray/White
A675990,Pixie,Thursday,False,Return_to_owner,,Dog,Female,Spayed,,Australian Shepherd Mix,Tricolor
A718058,Trixie,Sunday,False,Adoption,,Dog,Female,Spayed,,Doberman Pinsch Mix,Black/Tan
